@relation deltaspike_Line_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {buggy,clean}

@data
31,0.274336,0,0,1,0,1,1,18,0,1,1,1,1,32,16.5,113,2.632894,buggy
24,0.107692,0.076923,0,0,0,1,1,11,0,1,1,1,1,26,17.5,130,2.47881,clean
2,0.015152,0.015152,0,0,28,2,1,11,28,1,1,1,1,50,34.5,66,0.644144,clean
7,0.032787,0.005464,0,4,180,6,3,10,159,1,4,5,0.6,1,1,183,2.041354,clean
77,0.065445,0.001745,5,1,0,1,1,13,0,1,1,1,1,2,2,1146,1.703124,buggy
4,0.013158,0.013158,1,1,209,3,3,17,48,1,1,1,1,31,31,152,2.439469,clean
61,0.05,0.1025,2,3,3,4,1,17,0,1,3,4,0.25,8,8,400,1.205842,clean
37,0.095588,0.176471,6,1,0,1,1,20,0,1,7,11,0.090909,15,15,136,1.380705,buggy
29,0.189542,0,2,5,325,7,2,10,47,1,1,1,1,24,15.5,153,1.348938,buggy
9,0.011385,0.005693,1,5,215,7,1,16,192,1,1,1,1,25,25,527,1.072488,buggy
6,0.056604,0.056604,1,1,0,1,1,2,0,1,9,25,0.04,1,1,53,2.011461,buggy
22,0.193548,0.16129,2,1,0,1,1,2,0,1,9,25,0.04,1,1,62,2.011461,buggy
31,0.049363,0,2,6,368,17,4,20,7,1,2,3,1,59,43.5,628,1.941402,clean
6,0.055556,0.055556,0,2,1,3,2,22,1,1,3,4,0.75,2,2,54,2.325496,buggy
